Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,147.21000700000002,148.199997,147.139999,147.479996,123.888268,4603800
2011-01-04,147.559998,148.220001,146.639999,147.639999,124.02269,5060100
2011-01-05,147.33999599999999,147.479996,146.729996,147.050003,123.527061,4657400
2011-01-06,147.130005,148.78999299999998,146.820007,148.66000400000001,124.87950900000001,5029200
2011-01-07,148.78999299999998,148.860001,146.940002,147.929993,124.266296,4135700
2011-01-10,147.580002,148.059998,147.229996,147.639999,124.02269,3633400
2011-01-11,148.199997,148.350006,146.75,147.279999,123.72026799999999,4163600
2011-01-12,147.990005,149.28999299999998,147.669998,149.100006,125.24913799999999,4091500
2011-01-13,149.240005,149.28999299999998,148.25,148.820007,125.013954,3445800
2011-01-14,148.889999,150.0,148.470001,150.0,126.00521100000002,4544200
2011-01-18,149.820007,151.46000700000002,149.380005,150.649994,126.55117,9176900
2011-01-19,153.259995,156.130005,152.830002,155.690002,130.78495800000002,12141000
2011-01-20,154.529999,155.96000700000002,154.449997,155.800003,130.877396,7439900
2011-01-21,156.399994,156.779999,154.96000700000002,155.5,130.625381,7009000
2011-01-24,155.419998,159.78999299999998,155.330002,159.630005,134.094681,7285100
2011-01-25,159.21000700000002,164.350006,159.0,161.440002,135.615143,8260800
2011-01-26,161.669998,161.899994,160.419998,161.03999299999998,135.279129,5353100
2011-01-27,161.429993,162.179993,160.860001,161.070007,135.30436699999998,4878300
2011-01-28,161.050003,161.919998,158.669998,159.21000700000002,133.741928,6725600
2011-01-31,159.179993,162.0,158.679993,162.0,136.085602,7197200
2011-02-01,162.110001,163.940002,162.0,163.559998,137.396027,5831300
2011-02-02,163.399994,163.600006,162.610001,163.300003,137.177643,3904000
2011-02-03,163.16000400000001,164.199997,162.809998,163.529999,137.37086499999998,4683400
2011-02-04,163.479996,164.139999,163.220001,164.0,137.76568600000002,3755200
2011-02-07,164.080002,164.990005,164.020004,164.820007,138.454483,4928100
2011-02-08,164.820007,166.25,164.320007,166.050003,140.04003899999998,5612600
2011-02-09,165.619995,165.970001,164.100006,164.649994,138.859344,4633600
2011-02-10,163.899994,165.0,163.179993,164.08999599999999,138.386978,5737800
2011-02-11,163.979996,165.009995,163.309998,163.850006,138.18458600000002,5185200
2011-02-14,164.179993,164.380005,162.850006,163.220001,137.65332,4129800
2011-02-15,162.889999,163.570007,162.520004,162.83999599999999,137.33284,3768700
2011-02-16,163.330002,163.600006,162.75,163.399994,137.805099,3216000
2011-02-17,163.300003,164.669998,162.850006,164.240005,138.513519,3230500
2011-02-18,164.46000700000002,164.83999599999999,164.100006,164.83999599999999,139.019547,4245000
2011-02-22,163.570007,164.259995,161.779999,161.949997,136.582214,5209300
2011-02-23,161.809998,162.679993,160.139999,160.179993,135.089447,5998100
2011-02-24,159.630005,161.270004,159.029999,160.770004,135.587082,5707500
2011-02-25,161.059998,162.33999599999999,160.860001,162.279999,136.86051899999998,4518400
2011-02-28,162.360001,162.990005,161.240005,161.880005,136.523209,4773000
2011-03-01,163.149994,163.149994,159.880005,159.970001,134.912354,4382800
2011-03-02,159.429993,161.110001,159.41000400000001,160.16000400000001,135.072586,3413000
2011-03-03,161.419998,164.0,161.270004,163.479996,137.872559,4057800
2011-03-04,163.399994,164.309998,160.649994,161.830002,136.480972,4910700
2011-03-07,161.600006,162.979996,158.850006,159.929993,134.878616,5312000
2011-03-08,159.699997,163.429993,159.21000700000002,162.279999,136.86051899999998,5384800
2011-03-09,163.470001,167.720001,163.279999,165.860001,139.879776,9086600
2011-03-10,164.639999,164.669998,161.380005,162.020004,136.641251,7041400
2011-03-11,162.399994,163.240005,160.83999599999999,162.429993,136.98701499999999,4271000
2011-03-14,161.16000400000001,161.979996,160.08999599999999,161.389999,136.109924,4300500
2011-03-15,157.350006,159.639999,156.880005,159.020004,134.111206,6475800
2011-03-16,156.520004,156.979996,151.71000700000002,153.0,129.034134,12195300
2011-03-17,154.0,154.5,152.699997,154.179993,130.02929699999999,7376400
2011-03-18,156.5,156.949997,154.320007,155.889999,131.471451,11450000
2011-03-21,157.639999,159.630005,157.070007,157.679993,132.981033,5784000
2011-03-22,158.559998,158.610001,157.520004,158.0,133.250916,4311400
2011-03-23,158.0,160.080002,157.529999,159.529999,134.54129,4782500
