Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,297.126312,301.664276,297.126312,301.0466,301.0466,4748100
2011-01-04,301.67922999999996,301.958191,298.93951400000003,299.93576,299.93576,3662600
2011-01-05,298.914581,304.02545200000003,298.904633,303.397797,303.397797,5083500
2011-01-06,304.19979900000004,308.060303,303.885956,305.604523,305.604523,4131000
2011-01-07,306.805023,307.970642,303.925812,307.069031,307.069031,4218100
2011-01-10,306.252106,306.54599,303.143738,305.958191,305.958191,3170100
2011-01-11,307.70166,308.24462900000003,306.102661,306.854828,306.854828,2889300
2011-01-12,308.51858500000003,308.51858500000003,306.237152,307.283234,307.283234,3277500
2011-01-13,307.333038,308.678009,305.933289,307.193573,307.193573,2677900
2011-01-14,307.54724100000004,310.969421,307.387848,310.924591,310.924591,4748900
2011-01-18,311.86105299999997,319.79632599999997,311.467529,318.620728,318.620728,7261000
2011-01-19,319.861084,320.27951,313.654358,314.69543500000003,314.69543500000003,6837700
2011-01-20,314.924591,315.856079,310.481232,312.214752,312.214752,11012600
2011-01-21,318.595825,319.666809,304.53851299999997,304.772644,304.772644,17875500
2011-01-24,302.650604,305.10141,299.492432,304.399048,304.399048,9232700
2011-01-25,302.96441699999997,309.186096,302.127563,308.797546,308.797546,7320800
2011-01-26,309.006775,310.082733,306.49121099999996,307.098907,307.098907,4091400
2011-01-27,307.791321,308.692932,305.47997999999995,307.243378,307.243378,4053400
2011-01-28,308.37912,309.021698,298.76016200000004,299.372864,299.372864,8493800
2011-01-31,300.673004,301.106384,296.663025,299.059052,299.059052,5630800
2011-02-01,301.116333,305.529785,300.428925,304.37912,304.37912,5511000
2011-02-02,304.359192,306.02294900000004,302.630676,304.85733,304.85733,3534500
2011-02-03,303.60202000000004,304.583344,301.933289,303.93576,303.93576,3001300
2011-02-04,303.93576,304.578369,302.172394,304.34921299999996,304.34921299999996,3113200
2011-02-07,303.940765,308.040375,303.467529,305.99804700000004,305.99804700000004,3612500
2011-02-08,306.316864,308.658081,306.107635,308.0354,308.0354,3402400
2011-02-09,307.283234,308.56842,305.026672,307.098907,307.098907,3698700
2011-02-10,305.80377200000004,307.597046,304.638153,307.069031,307.069031,4686200
2011-02-11,305.74899300000004,311.333038,305.355438,311.083984,311.083984,5199100
2011-02-14,310.506134,313.644379,308.862305,312.902161,312.902161,4271800
2011-02-15,312.48870800000003,313.86852999999996,310.386597,310.90963700000003,310.90963700000003,4199500
2011-02-16,311.646881,312.080261,309.888458,310.94448900000003,310.94448900000003,3380500
2011-02-17,309.465057,312.45385699999997,308.981873,311.462555,311.462555,2968600
2011-02-18,311.831177,314.41149900000005,310.924591,313.863556,313.863556,6459800
2011-02-22,308.85733,311.298187,302.750214,303.965668,303.965668,7307000
2011-02-23,304.02545200000003,306.202271,300.872253,304.51858500000003,304.51858500000003,5800700
2011-02-24,304.553467,305.400299,299.552216,303.273254,303.273254,5443700
2011-02-25,304.78756699999997,306.21225,303.612,303.880981,303.880981,3879200
2011-02-28,303.86105299999997,307.093933,302.869781,305.55471800000004,305.55471800000004,4580000
2011-03-01,307.736542,308.453827,298.531036,299.25830099999996,299.25830099999996,6671200
2011-03-02,298.78009,301.86852999999996,296.483704,299.273254,299.273254,4068500
2011-03-03,302.0578,304.603271,301.370392,303.64187599999997,303.64187599999997,3905000
2011-03-04,303.029175,303.35296600000004,298.97934,299.18856800000003,299.18856800000003,6044500
2011-03-07,299.153687,300.717834,292.403992,294.725311,294.725311,6951300
2011-03-08,295.35794100000004,297.87350499999997,293.998016,295.049072,295.049072,4586800
2011-03-09,294.39651499999997,296.144989,291.781342,294.78009,294.78009,4318100
2011-03-10,291.626923,292.214722,288.643097,289.066498,289.066498,6279500
2011-03-11,288.030396,288.91705299999995,285.594513,287.278198,287.278198,6086600
2011-03-14,285.33050499999996,288.065247,282.949432,283.93075600000003,283.93075600000003,5653200
2011-03-15,277.709076,284.433868,276.712799,283.716553,283.716553,8041200
2011-03-16,282.944458,283.831146,274.610687,277.50982700000003,277.50982700000003,7625300
2011-03-17,281.186035,283.437592,279.223389,279.631866,279.631866,5820200
2011-03-18,281.26574700000003,282.934479,278.82489,279.48242200000004,279.48242200000004,6621800
2011-03-21,284.045319,288.81744399999997,283.447571,287.173615,287.173615,6064400
2011-03-22,287.557159,288.533508,285.18606600000004,287.582062,287.582062,3787800
2011-03-23,286.521057,290.137482,284.932007,289.993042,289.993042,3645900
2011-03-24,291.621918,293.096405,288.319305,292.34921299999996,292.34921299999996,4213000
2011-03-25,292.344208,292.359161,288.538483,288.78756699999997,288.78756699999997,5738200
2011-03-28,289.948212,291.40274,286.281952,286.605743,286.605743,4453300
2011-03-29,286.92453,289.858551,285.43512000000004,289.778839,289.778839,3221600
2011-03-30,291.098877,291.65679900000003,289.205994,289.833618,289.833618,2855200
2011-03-31,290.411469,292.981842,289.783813,292.284454,292.284454,4073900
2011-04-01,293.28070099999997,296.483704,293.28070099999997,294.795044,294.795044,5245900
2011-04-04,295.392792,296.259552,290.461273,292.74273700000003,292.74273700000003,4124300
2011-04-05,289.455048,289.659271,281.783813,283.482452,283.482452,12140200
2011-04-06,285.021667,286.506104,282.939484,286.017944,286.017944,5356500
2011-04-07,286.79003900000004,289.23587000000003,286.022919,288.91705299999995,288.91705299999995,5081900
2011-04-08,291.352936,291.352936,287.95068399999997,288.00048799999996,288.00048799999996,3817800
2011-04-11,287.02417,287.970612,285.43014500000004,287.606964,287.606964,3730300
2011-04-12,286.42639199999996,287.377838,282.964386,284.239594,284.239594,4186700
2011-04-13,286.68045,287.721558,284.807465,287.06402599999996,287.06402599999996,4154200
2011-04-14,286.521057,288.643097,284.981812,288.17483500000003,288.17483500000003,10953400
2011-04-15,271.626862,271.856018,264.040314,264.359131,264.359131,28192500
2011-04-18,262.22711200000003,262.844788,258.530975,262.43631,262.43631,10117300
2011-04-19,263.985504,264.44879199999997,259.477417,259.791229,259.791229,5388200
2011-04-20,261.968079,262.426361,259.721497,261.883392,261.883392,6142900
2011-04-21,262.76010099999996,263.153625,260.219635,261.56958,261.56958,4958600
2011-04-25,261.644287,262.516022,260.030334,261.544678,261.544678,3273700
2011-04-26,262.27691699999997,267.716522,261.62435899999997,265.415161,265.415161,7026100
2011-04-27,267.99548300000004,268.050293,266.177307,267.875946,267.875946,4613900
2011-04-28,268.02536000000003,268.61816400000004,266.042816,267.98053,267.98053,4014800
2011-04-29,268.99176,271.034088,268.249542,271.034088,271.034088,8488600
2011-05-02,271.831116,271.846069,267.55712900000003,268.274445,268.274445,4283300
2011-05-03,267.562103,269.99301099999997,263.82611099999997,265.948151,265.948151,4178500
2011-05-04,266.585785,268.493622,265.514771,266.894623,266.894623,4249800
2011-05-05,265.933228,268.70285,264.757629,266.137451,266.137451,4010400
2011-05-06,268.070221,269.719025,266.590759,266.650543,266.650543,4127600
2011-05-09,266.501099,268.239563,264.55838,267.83609,267.83609,3911900
2011-05-10,268.99176,271.198486,267.76635699999997,270.316772,270.316772,4101000
2011-05-11,269.06149300000004,270.760132,265.848541,266.72525,266.72525,4695000
2011-05-12,266.620636,267.467468,264.463715,266.52600099999995,266.52600099999995,2907300
2011-05-13,266.306824,266.959381,263.537201,263.786255,263.786255,4233100
2011-05-16,262.172302,262.650513,257.23580899999996,258.242035,258.242035,5938500
2011-05-17,256.752625,264.618134,256.553375,264.239563,264.239563,6631900
2011-05-18,263.781281,264.174805,261.868439,263.915771,263.915771,3921000
2011-05-19,265.370331,267.268219,263.870941,264.633087,264.633087,4955800
2011-05-20,264.907074,265.001709,260.588257,261.03656,261.03656,4652300
2011-05-23,257.33544900000004,259.029083,255.741425,258.22711200000003,258.22711200000003,4617100
2011-05-24,259.213409,261.001709,258.107544,258.162354,258.162354,3814100
2011-05-25,257.699066,260.408936,257.659241,258.864716,258.864716,2612900
2011-05-26,257.883392,260.085144,256.538422,258.097595,258.097595,4252800
2011-05-27,258.27194199999997,259.920746,257.18600499999997,259.477417,259.477417,3504500
2011-05-31,261.519745,263.537201,260.772552,263.522247,263.522247,5394600
2011-06-01,263.034088,265.604462,261.674194,261.818634,261.818634,5933900
2011-06-02,262.799957,264.159851,260.264465,263.044037,263.044037,4425500
2011-06-03,260.02536000000003,262.814911,259.77630600000003,260.563354,260.563354,3510000
2011-06-06,260.79247999999995,262.426361,258.655487,259.55712900000003,259.55712900000003,3898600
2011-06-07,260.46868900000004,261.33544900000004,258.52597000000003,258.545898,258.545898,3829400
2011-06-08,257.300568,259.64679,256.926971,258.615631,258.615631,3319100
2011-06-09,259.029083,259.029083,256.857239,257.400208,257.400208,3390700
2011-06-10,256.08013900000003,257.38027999999997,253.69409199999998,253.80367999999999,253.80367999999999,4898000
2011-06-13,254.04776,254.1474,250.147385,251.42260699999997,251.42260699999997,4872700
2011-06-14,253.126221,256.08013900000003,252.548386,253.235809,253.235809,4700400
2011-06-15,251.572052,253.22584500000002,249.3703,250.535934,250.535934,4162000
2011-06-16,250.46618700000002,252.33917200000002,247.407654,249.250748,249.250748,5534600
2011-06-17,252.14489700000001,252.398941,241.49481200000002,241.60440099999997,241.60440099999997,10530000
2011-06-20,241.594452,242.20715299999998,238.720215,241.385223,241.385223,6079800
2011-06-21,242.68534900000003,246.04776,241.459946,245.57951400000002,245.57951400000002,5551400
2011-06-22,244.807404,245.25572200000002,242.45620699999998,242.595688,242.595688,4832200
2011-06-23,240.16481000000002,240.52844199999998,235.980484,239.213364,239.213364,9639300
2011-06-24,239.44250499999998,239.477386,235.62681600000002,236.553345,236.553345,7639700
2011-06-27,236.11498999999998,243.28810099999998,235.91572599999998,240.49855,240.49855,6915100
2011-06-28,241.106277,247.17851299999998,241.106277,245.90329,245.90329,5450500
2011-06-29,247.342896,249.190964,245.27066000000002,247.855972,247.855972,4703400
2011-06-30,250.05772400000004,252.388977,249.81364399999998,252.24452200000002,252.24452200000002,4874900
2011-07-01,252.423859,259.616882,252.24452200000002,259.542175,259.542175,7300500
2011-07-05,261.669189,266.700348,261.669189,265.225861,265.225861,7727100
2011-07-06,265.753876,268.249542,265.52475,266.68042,266.68042,5411300
2011-07-07,269.48989900000004,274.311798,266.93945299999996,272.279419,272.279419,7900400
2011-07-08,265.479919,267.82113599999997,262.650513,265.001709,265.001709,9576100
2011-07-11,263.103821,266.989258,261.768829,262.65551800000003,262.65551800000003,5699800
2011-07-12,263.09387200000003,268.70285,262.017883,266.00793500000003,266.00793500000003,5703600
2011-07-13,267.497345,270.984283,267.238312,268.125,268.125,5601200
2011-07-14,268.553406,269.988007,262.381531,263.482391,263.482391,13348700
2011-07-15,297.63439900000003,299.004272,292.981842,297.694183,297.694183,27567000
2011-07-18,295.138733,299.900909,294.894653,296.359161,296.359161,8970000
2011-07-19,296.95694,301.210999,296.653076,300.149963,300.149963,5957200
2011-07-20,299.965668,300.289429,296.563416,296.563416,296.563416,4472200
2011-07-21,295.90588399999996,302.894684,295.89590499999997,302.361664,302.361664,6964900
2011-07-22,301.564667,308.593323,301.00674399999997,307.960693,307.960693,7082700
2011-07-25,305.53479,311.537292,305.355438,308.33429,308.33429,6286600
2011-07-26,307.871033,312.578369,307.457581,310.097687,310.097687,4703200
2011-07-27,307.43765299999995,309.315613,301.24585,302.476257,302.476257,7898200
2011-07-28,301.465027,306.839874,300.374115,304.329285,304.329285,6240000
2011-07-29,300.98681600000003,306.331787,300.717834,300.717834,300.717834,8305700
2011-08-01,304.468781,306.6008,298.471252,302.252075,302.252075,7961800
2011-08-02,301.86852999999996,303.69665499999996,294.68045,295.09390299999995,295.09390299999995,6425100
2011-08-03,296.025421,300.374115,290.725281,299.462555,299.462555,7680000
2011-08-04,296.13998399999997,298.306885,287.65679900000003,287.68170200000003,287.68170200000003,9866000
2011-08-05,290.182312,293.89840699999996,279.95068399999997,288.438873,288.438873,11902500
2011-08-08,280.438843,283.437592,271.15862999999996,271.990509,271.990509,15049300
2011-08-09,279.45254500000004,286.232117,269.494873,285.634369,285.634369,12987800
2011-08-10,279.641846,281.006714,272.84231600000004,273.479919,273.479919,10779400
2011-08-11,275.875946,283.188538,273.181061,280.015442,280.015442,9697300
2011-08-12,283.686676,284.184814,279.153656,280.832367,280.832367,6332200
2011-08-15,275.681671,281.440094,272.00546299999996,277.574585,277.574585,14343200
2011-08-16,275.183533,275.188538,264.159851,268.493622,268.493622,13930700
2011-08-17,269.006683,270.829865,264.393982,265.579529,265.579529,8188700
2011-08-18,260.757629,261.464966,249.310516,251.49732999999998,251.49732999999998,12628400
2011-08-19,248.737671,256.473663,244.513504,244.543396,244.543396,10860500
2011-08-22,251.058975,252.553375,246.341644,248.15486099999998,248.15486099999998,9848500
2011-08-23,250.809906,259.731476,248.59819,258.441284,258.441284,8726000
2011-08-24,258.69534300000004,264.010437,257.64926099999997,260.667938,260.667938,7215800
2011-08-25,264.199707,267.63183599999996,258.182281,259.049011,259.049011,6610500
2011-08-26,259.024109,264.234589,255.611908,262.44628900000004,262.44628900000004,7219400
